brand,description,image_url,origin,price,price_per_unit,promo_price,shelter_child,shelter_parent,url
,Pizza Bella Napoli Proscuitto Funghi - 415g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1560598&use=l&cat=p&typeid=i,,4.95 €,11.93 € / kg,4.95 €,Pizzas,"Plats cuisinés, Pizzas, Tartes",https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-93200-Pizza-Bella-Napoli-Proscuitto.aspx
,Pizza Bella Napoli 4 fromaggi - 425g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1557034&use=l&cat=p&typeid=i,,4.79 €,11.27 € / kg,4.79 €,Pizzas,"Plats cuisinés, Pizzas, Tartes",https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-93188-Pizza-Bella-Napoli.aspx
Buitoni,Pizza Bella Napoli Buitoni campanella - 430g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1552063&use=l&cat=p&typeid=i,,4.95 €,11.51 € / kg,4.95 €,Pizzas,"Plats cuisinés, Pizzas, Tartes",https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-93198-Pizza-Bella-Napoli-Buitoni.aspx
Côté Table,Quiche lorraine Côté Table Mini - 8x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1473535&use=l&cat=p&typeid=i,,4.17 €,5.21 € / kg,4.17 €,"Tartes, Tourtes et Quiches","Plats cuisinés, Pizzas, Tartes",https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-4000-Quiche-lorraine-Cote-Table.aspx
Côté Table,Quiche lorraine Côté Table 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=677763&use=l&cat=p&typeid=i,,1.56 €,3.90 € / kg,1.56 €,"Tartes, Tourtes et Quiches","Plats cuisinés, Pizzas, Tartes",https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1180-Quiche-lorraine-Cote-Table.aspx
Côté Table,Quiche lorraine Côté Table 2x150g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1457472&use=l&cat=p&typeid=i,,1.86 €,6.20 € / kg,1.86 €,"Tartes, Tourtes et Quiches","Plats cuisinés, Pizzas, Tartes",https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-30989-Quiche-lorraine-Cote-Table.aspx
Côté Table,Tarte Côté Table Chèvre - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1473538&use=l&cat=p&typeid=i,,1.92 €,4.80 € / kg,1.92 €,"Tartes, Tourtes et Quiches","Plats cuisinés, Pizzas, Tartes",https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-20300-Tarte-Cote-Table.aspx
Côté Table,Tarte Côté Table Poireaux - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1457466&use=l&cat=p&typeid=i,,1.72 €,4.30 € / kg,1.72 €,"Tartes, Tourtes et Quiches","Plats cuisinés, Pizzas, Tartes",https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1181-Tarte-Cote-Table.aspx
Côté Table,Tarte aux poireaux Côté Table 8x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1457475&use=l&cat=p&typeid=i,,4.00 €,5.00 € / kg,4.00 €,"Tartes, Tourtes et Quiches","Plats cuisinés, Pizzas, Tartes",https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-58620-Tarte-aux-poireaux-Cote-Table.aspx
Côté Table,Tarte Côté Table Saumon Poireau - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1508747&use=l&cat=p&typeid=i,,2.16 €,5.40 € / kg,2.16 €,"Tartes, Tourtes et Quiches","Plats cuisinés, Pizzas, Tartes",https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-58618-Tarte-Cote-Table.aspx
Côté Table,Tarte Côté Table Paysanne - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1508744&use=l&cat=p&typeid=i,,2.26 €,5.65 € / kg,2.26 €,"Tartes, Tourtes et Quiches","Plats cuisinés, Pizzas, Tartes",https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3992-Tarte-Cote-Table.aspx
Côté Table,Tarte Côté Table 3 fromages - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1473532&use=l&cat=p&typeid=i,,1.83 €,4.58 € / kg,1.83 €,"Tartes, Tourtes et Quiches","Plats cuisinés, Pizzas, Tartes",https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3991-Tarte-Cote-Table.aspx
,Tarte Côté table Provençale - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=758880&use=l&cat=p&typeid=i,,2.17 €,5.43 € / kg,2.17 €,"Tartes, Tourtes et Quiches","Plats cuisinés, Pizzas, Tartes",https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-20301-Tarte-Cote-table.aspx
,Flammekueche d'Alsace x2 Nos Régions ont du Talent 500g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1100688&use=l&cat=p&typeid=i,,3.42 €,6.84 € / kg,3.42 €,"Tartes, Tourtes et Quiches","Plats cuisinés, Pizzas, Tartes",https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-4257-Flammekueche-dAlsace-x2.aspx
Marie,Tarte surgelée poireaux Marie Comté et crème fraiche 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1569634&use=l&cat=p&typeid=i,,2.40 €,6.00 € / kg,2.40 €,"Tartes, Tourtes et Quiches","Plats cuisinés, Pizzas, Tartes",https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-22782-Tarte-surgelee-poireaux-Marie.aspx
Marie,Tarte bûche de chèvre Marie Tomates pistou - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1657807&use=l&cat=p&typeid=i,,2.31 €,5.78 € / kg,2.31 €,"Tartes, Tourtes et Quiches","Plats cuisinés, Pizzas, Tartes",https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-19171-Tarte-buche-de-chevre-Marie.aspx
Charal,Haché pur boeuf Charal 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1579116&use=l&cat=p&typeid=i,,4.20 €,10.50 € / kg,4.20 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-58704-Hache-pur-boeuf-Charal.aspx
Chantegril,Viande haché Chantegril VBF 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1499813&use=l&cat=p&typeid=i,,3.42 €,8.55 € / kg,3.42 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-33098-Viande-hache-Chantegril.aspx
Bio Village,Steak haché Bio Village Boeuf 12%mg - 4x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1659330&use=l&cat=p&typeid=i,France,5.24 €,13.10 € / kg,5.24 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-30188-Steak-hache-Bio-Village.aspx
Bio Village,Steack hachée Bio Village  15% mg-100% VBF X10,https://fd4-photos.leclercdrive.fr/image.ashx?id=1659143&use=l&cat=p&typeid=i,-france,10.55 €,1.06 € / p,10.55 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-101554-Steack-hachee-Bio-Village-.aspx
Charal,Steak haché Charal  L'authentique 10%mg - 8x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1579365&use=l&cat=p&typeid=i,,9.47 €,9.47 € / kg,9.47 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-49865-Steak-hache-Charal-.aspx
Charal,Steak haché Charal Limousin 15%mg - 10x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1592208&use=l&cat=p&typeid=i,,9.40 €,9.40 € / kg,9.40 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-41990-Steak-hache-Charal.aspx
Charal,L'Extra Moelleux de Charal Viande haché - 15%mg x10 - 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1585568&use=l&cat=p&typeid=i,,5.92 €,5.92 € / kg,5.92 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1186-LExtra-Moelleux-de-Charal.aspx
Charal,Steak haché Charal Pur Boeuf - x10 - 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1586133&use=l&cat=p&typeid=i,France,7.09 €,7.09 € / kg,7.09 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1185-Steak-hache-Charal.aspx
Chantegril,Steak haché Chantegril 15%mg - x10 - 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1659140&use=l&cat=p&typeid=i,France,5.79 €,5.79 € / kg,5.79 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-31301-Steak-hache-Chantegril.aspx
Chantegril,Steak Haché Chantegril 5%mg x4 - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=808997&use=l&cat=p&typeid=i,,4.37 €,10.93 € / kg,4.37 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-44770-Steak-Hache-Chantegril.aspx
Chantegril,Steak haché Chantegril Le Boucher 15%mg x4 560g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1499686&use=l&cat=p&typeid=i,,4.35 €,7.77 € / kg,4.35 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-33097-Steak-hache-Chantegril.aspx
,Viande bovine hachée ChanteGril Super tendre x10 15%mg 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1499683&use=l&cat=p&typeid=i,,5.29 €,5.29 € / kg,5.29 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-30186-Viande-bovine-hachee-ChanteGril.aspx
,Viande bovine hachée ChanteGril A l'oignon x10 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=737420&use=l&cat=p&typeid=i,,3.86 €,3.86 € / kg,3.86 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-30185-Viande-bovine-hachee-ChanteGril.aspx
Chantegril,Steack haché Chantegril 12%MG 4x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=795546&use=l&cat=p&typeid=i,,3.74 €,9.35 € / kg,3.74 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-43049-Steack-hache-Chantegril-12MG.aspx
,Steak haché C'est qui le patron Façon bouchère 5%mg - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1587348&use=l&cat=p&typeid=i,,6.54 €,16.35 € / kg,6.54 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-78003-Steak-hache-Cest-qui-le-patron.aspx
Chantegril,Mini boulette boeuf Chantegril x15 - 750g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1499810&use=l&cat=p&typeid=i,,4.47 €,5.96 € / kg,4.47 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-44745-Mini-boulette-boeuf-Chantegril.aspx
Chantegril,Boulettes de boeuf Chantegril 30x30g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1499692&use=l&cat=p&typeid=i,,4.88 €,5.42 € / kg,4.88 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-25051-Boulettes-de-boeuf-Chantegril.aspx
Maitre Coq,Cordon bleu Maitre Coq Poulet - 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1574405&use=l&cat=p&typeid=i,,5.70 €,5.70 € / kg,5.70 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-47843-Cordon-bleu-Maitre-Coq.aspx
,Cordons bleus Pic'Express Au poulet 4x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1093163&use=l&cat=p&typeid=i,,3.63 €,9.08 € / kg,3.63 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-19660-Cordons-bleus-PicExpress.aspx
Le Gaulois,Pavé dinde Le Gaulois Normand 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1594311&use=l&cat=p&typeid=i,,2.14 €,10.70 € / kg,2.14 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-7700-Pave-dinde-Le-Gaulois.aspx
,Frites de poulet Maître Coq 1 kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1553137&use=l&cat=p&typeid=i,,4.78 €,4.78 € / kg,4.78 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-93514-Frites-de-poulet-Maitre-Coq.aspx
,Nuggets de poulet Maître Coq Sachet - 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1638973&use=l&cat=p&typeid=i,,5.06 €,5.06 € / kg,5.06 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-56831-Nuggets-de-poulet-Maitre-Coq.aspx
,Nuggets de poulet Pic'Express x18 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1562686&use=l&cat=p&typeid=i,,3.60 €,9.00 € / kg,3.60 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-30053-Nuggets-de-poulet-PicExpress.aspx
,Bâtonnets poulet Pic'Express x18 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=778413&use=l&cat=p&typeid=i,,3.72 €,9.30 € / kg,3.72 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-10124-Batonnets-poulet-PicExpress.aspx
Findus,Nuggets de poulet Findus 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1586157&use=l&cat=p&typeid=i,,2.70 €,10.80 € / kg,2.70 €,Viandes et Panés de volaille,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-57397-Nuggets-de-poulet-Findus.aspx
,Coquilles Saint-Jacques x2 Nos Régions Ont du Talent 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=759486&use=l&cat=p&typeid=i,,6.39 €,31.95 € / kg,6.39 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-4003-Coquilles-Saint-Jacques-x2.aspx
,Coquilles Saint-Jacques Tipiak À la bretonne - 4x90g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1584212&use=l&cat=p&typeid=i,,6.57 €,18.25 € / kg,6.57 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-14494-Coquilles-Saint-Jacques-Tipiak.aspx
,Coquilles Saint-Jacques Coté Table - 4x90g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1513840&use=l&cat=p&typeid=i,,5.23 €,14.53 € / kg,5.23 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1196-Coquilles-Saint-Jacques.aspx
Côté Table,Coquilles St-Jacques Côté Table 2x90g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1240666&use=l&cat=p&typeid=i,,4.48 €,24.89 € / kg,4.48 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-71511-Coquilles-St-Jacques-Cote-Table.aspx
Côté Table,Coquilles poisson Côté Table Et fruits de mer x6 - 660g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1521885&use=l&cat=p&typeid=i,,4.47 €,6.77 € / kg,4.47 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3784-Coquilles-poisson-Cote-Table.aspx
,Cocktail Pêche Océan Fruits de mer - 500g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1239983&use=l&cat=p&typeid=i,,4.84 €,9.68 € / kg,4.84 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-71351-Cocktail-Peche-Ocean.aspx
,Moules farcies Pêche Océan x24 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1510656&use=l&cat=p&typeid=i,,6.12 €,24.48 € / kg,6.12 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-21480-Moules-farcies-Peche-Ocean.aspx
,St Jacques gratinées Tipiak Fondue de poireaux 310g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1590025&use=l&cat=p&typeid=i,,3.73 €,12.03 € / kg,3.73 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-34992-St-Jacques-gratinees-Tipiak.aspx
,Crevettes Nord Pêche Océan Entières cuites 90/130 500g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1232633&use=l&cat=p&typeid=i,,4.21 €,8.42 € / kg,4.21 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-29875-Crevettes-Nord-Peche-Ocean.aspx
,Crevettes cuites Pêche Océan Décortiquées 250/350 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1210979&use=l&cat=p&typeid=i,,4.00 €,20.00 € / kg,4.00 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16043-Crevettes-cuites-Peche-Ocean.aspx
Bio Village,Pavés de Saumon Bio Village 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1646685&use=l&cat=p&typeid=i,,6.50 €,32.50 € / kg,6.50 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-98422-Paves-de-Saumon-Bio-Village.aspx
,Pavé saumon Pêche Océan Atlantique 500g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1068173&use=l&cat=p&typeid=i,,8.48 €,16.96 € / kg,8.48 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-14336-Pave-saumon-Peche-Ocean.aspx
Findus,Filets de saumon rose Findus Du Pacifique x4 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=738937&use=l&cat=p&typeid=i,,7.36 €,18.40 € / kg,7.36 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-19542-Filets-de-saumon-rose-Findus.aspx
Findus,Filets de saumon rose Findus Du Pacifique 4x110g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1561762&use=l&cat=p&typeid=i,,8.12 €,18.45 € / kg,8.12 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-34988-Filets-de-saumon-rose-Findus.aspx
,Petits merlus Pêche Océan Blancs entiers 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=674950&use=l&cat=p&typeid=i,,9.71 €,9.71 € / kg,9.71 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-30111-Petits-merlus-Peche-Ocean.aspx
Findus,Dos de Cabillaud Findus x4 440g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1102092&use=l&cat=p&typeid=i,,7.72 €,17.55 € / kg,7.72 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-44744-Dos-de-Cabillaud-Findus.aspx
Findus,Filets de cabillaud Findus x4 - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1641473&use=l&cat=p&typeid=i,,6.17 €,15.43 € / kg,6.17 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-19541-Filets-de-cabillaud-Findus.aspx
Findus,Colin lieu Findus nature 4 tranches 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1610378&use=l&cat=p&typeid=i,,3.37 €,8.43 € / kg,3.37 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-14392-Colin-lieu-Findus-nature.aspx
Findus,Filet Colin Alaska Findus Façon meuniere x2-  250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1581792&use=l&cat=p&typeid=i,,2.68 €,10.72 € / kg,2.68 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-58122-Filet-Colin-Alaska-Findus.aspx
Findus,Filets de colin d'Alaska Findus A la provençale 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1556758&use=l&cat=p&typeid=i,,3.28 €,8.20 € / kg,3.28 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27035-Filets-de-colin-dAlaska-Findus.aspx
Findus,Poisson à la bordelaise Findus 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1588056&use=l&cat=p&typeid=i,,3.21 €,8.03 € / kg,3.21 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-23884-Poisson-a-la-bordelaise-Findus.aspx
Findus,Filets de colin d'Alaska Findus A l'oseille x2 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1591404&use=l&cat=p&typeid=i,,3.37 €,8.43 € / kg,3.37 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-28402-Filets-de-colin-dAlaska-Findus.aspx
Côté Table,Colin d'Alaska Côté Table A l'oseille x2 - 400g ,https://fd4-photos.leclercdrive.fr/image.ashx?id=1201162&use=l&cat=p&typeid=i,,2.22 €,5.55 € / kg,2.22 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1192-Colin-dAlaska-Cote-Table.aspx
Côté Table,Colin d'Alaska Côté Table A la florentine 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1201171&use=l&cat=p&typeid=i,,2.56 €,6.40 € / kg,2.56 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-8191-Colin-dAlaska-Cote-Table.aspx
Côté Table,Colin d'Alaska Côté Table A la provençale 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1201186&use=l&cat=p&typeid=i,,2.13 €,5.33 € / kg,2.13 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27524-Colin-dAlaska-Cote-Table.aspx
Côté Table,Colin d'Alaska Côté Table A la moutarde 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1201180&use=l&cat=p&typeid=i,,2.46 €,6.15 € / kg,2.46 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-28415-Colin-dAlaska-Cote-Table.aspx
,Filets colin alaska Pêche Océan x10 5 sachets fraicheur 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1671723&use=l&cat=p&typeid=i,,5.97 €,5.97 € / kg,5.97 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3633-Filets-colin-alaska-Peche-Ocean.aspx
,Filets colin Alaska Pêche océan x4 2 sachets fraicheur 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1280647&use=l&cat=p&typeid=i,,2.39 €,5.98 € / kg,2.39 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3630-Filets-colin-Alaska-Peche-ocean.aspx
Côté Table,Colin d'Alaska Côté Table A la parisienne 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1201183&use=l&cat=p&typeid=i,,2.14 €,5.35 € / kg,2.14 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27523-Colin-dAlaska-Cote-Table.aspx
,Tranches Cabillaud Pêche Océan Sans arêtes x4 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1198460&use=l&cat=p&typeid=i,,4.88 €,12.20 € / kg,4.88 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3785-Tranches-Cabillaud-Peche-Ocean.aspx
,Dos cabillaud Pêche Océan Sans arêtes x4 - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1281936&use=l&cat=p&typeid=i,,6.99 €,17.48 € / kg,6.99 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3787-Dos-cabillaud-Peche-Ocean.aspx
Marie,Saumon Marie A l'oseill,https://fd4-photos.leclercdrive.fr/image.ashx?id=1657657&use=l&cat=p&typeid=i,,4.43 €,11.08 € / kg,4.43 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-17843-Saumon-Marie.aspx
Marie,Saumon crème fraîche Marie Fondue poireaux 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1579812&use=l&cat=p&typeid=i,,4.26 €,10.65 € / kg,4.26 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-17845-Saumon-creme-fraiche-Marie.aspx
